review_id,source,review_text,rating,review_date,app_version
play_7c36f6b1-e7bf-4812-bcc2-48892494809e,Play Store,"Placed an order which was to be delivered in 2hrs, it's been 72hrs and still have not received the delivery. Have filled customer complaint twice and all they have said is to wait 24hrs for an update and have received no updates. No reason was provided for why the package was delayed no nothing. Just been receiving scripted messages from the customer service department.",1.0,2026-07-15 11:42:41.000000,4.0.3
play_78a28b88-ab90-44fe-a2a8-91b34ddd156c,Play Store,"worse and pathetic experience with order delivery. order delayed and I have received text as ""we have received request to cancel the order."" I mean why and how? their delivery partner ""Shadowfax Delivery"" is highly non responsive and poor service for delivery. no any clear status of your order you can get / track.",1.0,2026-08-27 13:47:41.000000,4.0.5
play_f92d0665-5bb0-40d8-a678-650f6a5bfef8,Play Store,"My recent experience with Nykaa has been very disappointing. It's been almost a month, and my order is still not delivered. No delivery attempt has been made, and I'm only receiving automated responses from customer support with no actual update. I didn't expect this level of service from Nykaa.",1.0,2026-08-04 15:55:55.000000,4.0.3
play_21740e52-c109-4179-b0ce-9ffff78fe950,Play Store,"Extremely disappointed with Nykaa. My order is long overdue, and the tracking keeps showing fake ""delivery attempts"" even though no one came to my home. After waiting for days with no proper resolution, I had no choice but to cancel and request a refund. This has been a frustrating experience. Nykaa needs to improve its delivery service and stop misleading customers with false updates.",1.0,2026-07-11 17:21:27.000000,4.0.2
play_33e97e9e-ee4d-4d42-86f9-9a96da558205,Play Store,"Amazing shopping experience with Nykaa! The products were 100% genuine, well-packaged, and delivered on time. I loved the wide variety of brands and the discounts available. The app is easy to use, and the overall service was excellent. Highly recommended for anyone looking for authentic beauty and skincare products!",5.0,2026-07-31 11:57:39.000000,4.0.3
play_a995335d-e430-46dd-8f12-ce7c055ab3d9,Play Store,"I had my worst online shopping experience here , tried to seek help from the customer support and it turned out to be more disappointing . they kept on saying that my concern has been escalated to the relevant team and they'll reach to me in 24 to 48 hours but even after my 4 complaints I got no response but the same answer and they turned down chat every time without hearing . it's been more than month ,nor did I received the answer and not even the refund. i am highly disappointed nykaa",1.0,2026-08-10 16:49:12.000000,4.0.3
play_098abfff-c184-4644-b23e-5d09d9f3395f,Play Store,"I think there is a scam going on in Nykaa, I recently bought high end make up products which were already about expire in a few months but when requested for replacement they said products were not in original condition. Shame! will never purchase from nykaa. I better buy from other platforms or directly from stores like mac. just to save a few bucks at discounted prices will get all used or tampered products.",1.0,2026-07-21 19:25:43.000000,4.0.3
play_537cfd60-0f2a-4763-90b7-663c84b39c0d,Play Store,"My orders keep getting delayed, and the delivery date changes every time. Two of my products have already been cancelled because of these repeated delays. This is completely unacceptable. If you can't provide reliable service or keep your customers' trust, I won't purchase anything from Nykaa again. I'll also tell my family and friends about my experience so they know how your service treats customers. The worst part is that there are no proper or accurate updates about my orders.",1.0,2026-08-06 19:11:41.000000,4.0.4
play_2bd8c509-8d42-4c9c-b853-99e9274f9eb4,Play Store,"Recently there have been so many delays in delivery. My recent orders have all been delayed. Also I am a Platinum Prive member and as part of my Birthday gift they gave me a free sample 7g tube of primer. At this point you can stop the gifting system if you can't give actual gifts. Atleast gift according to the tiers. The tiers are based on how much money we spend on this app, and all I got for my birthday from them was a free sample. Pathetic.",1.0,2026-07-08 18:20:21.000000,4.0.2
play_72eca21c-0e1c-42cc-b820-4dbab5e14878,Play Store,"This is the worst app experience. I placed an order on the 6th, and it was supposedly shipped on the 7th. It still hasn't arrived. When I contacted customer care, they told me my parcel had been returned, but I never received a single call or SMS notifying me about a return. They have been dragging this out for a month. This is a terrible application, and I will never use it again. Save yourself the trouble and don't use it!""",1.0,2026-06-25 10:48:02.000000,4.0.1
play_182dddc0-a630-43bb-8784-6d5cf71157a1,Play Store,"⭐☆☆☆☆ The coupons look attractive, but they don't feel genuine. The product initially shows a low price, but by the time you reach checkout, shipping and other charges are added, making the final amount almost double. The pricing feels misleading and should be more transparent.",2.0,2026-07-07 18:36:02.000000,4.0.2
play_32421ee3-e1d4-49df-8efe-4f7044bf55a0,Play Store,"Worst experience with Nykaa. I prepaid for my order, but it is showing as delivered even though I never received the products. Customer support is also not giving me a clear response or proper solution. Very disappointing service. I expect Nykaa to take responsibility and either deliver my order or issue a refund.",1.0,2026-08-12 21:45:19.000000,4.0.4
play_0918dd92-e454-46e2-affc-84f782387e7f,Play Store,very very worst service..I am regretting why I order in this. I order plum body pack combo and I received the products which got leaked in the box and I am trying to replace or return it but the customer service is very bad they are telling always same thing and I send all the details and the images which are required to them but again everytime they are asking to send images again and again . the customer care number is the one where we will talk to a computer. very very worst app.,1.0,2026-07-28 17:12:25.000000,4.0.3
play_36ebe111-f340-48f1-b58c-dea9a4eea782,Play Store,"Very poor delivery service. The delivery agent never came to deliver my parcel, even after a reattempt request. I never received any call from the delivery agent. Without attempting delivery, the status gets updated incorrectly. This has happened repeatedly. Please take strict action against the concerned delivery agent and improve your delivery process.",1.0,2026-07-07 17:54:24.000000,4.0.2
play_ae6da852-debc-4c57-b452-20941b317f21,Play Store,"they sent me fake products, and one of the product was just half filled. upon trying for a replacement,the delivery boy refused to take back the product. and later the request always gets rejected automatically for return. waste of time.",1.0,2026-08-09 14:16:21.000000,4.0.4
play_eeda4ee2-95f8-4c95-b3d2-143357d0848a,Play Store,"​Ordered via Nykaa Now (120-min delivery). The product never arrived, but the status was updated to ""Delivered."" I never shared the delivery OTP with anyone! Customer support is useless at handling actual issues. This is not my first bad experience with them. Save your money and switch to safer alternatives!",1.0,2026-07-30 23:09:00.000000,4.0.3
play_4a611a58-590b-45d4-9aed-7ceea5c5e345,Play Store,"Very disappointing experience. My prepaid order was falsely marked as ""Delivery Failed"" without any call or delivery attempt. After multiple follow-ups for a refund, I placed another order and received the wrong product (ordered 300 mL, received 250 mL). Repeated mistakes, poor quality checks, and terrible customer service. Completely unacceptable from a brand like Nykaa.",1.0,2026-07-18 12:09:46.000000,4.0.3
play_aafc2482-4e31-44a1-94e2-67deccd53aab,Play Store,"I placed an order for Independence Day clothes with a guaranteed delivery date of August 12th. Today, I was notified that delivery is pushed back to August 17th—after Independence Day is over. The entire purpose of buying these items is ruined. Unreliable shipping estimates and zero regard for time-sensitive orders. Will not be ordering again.",1.0,2026-08-12 11:45:13.000000,4.0.4
play_a92c0f93-a3f8-4353-8ecc-9b7a4fbd3730,Play Store,"Requires substantial improvement on their ""chat"" option. There is no option to put in additional comments. Agents also do not appear to be efficient in understanding the problem faced by the customer and seem to follow standard protocol of 2 days in parrot fashion. Looks like they are trained to use fancy assuring words just to get the customer off the phone. Promises of call back remain unfulfilled. Also emailing to support group remains unanswered.",1.0,2026-07-12 19:48:53.000000,4.0.3
play_6a1b1338-75ad-411e-8a90-eb098230ac40,Play Store,"my order is delayed by 2 days, I'm trying to reach out to your customer care but unfortunately no human is actually answering or handling the situation only AI is answering my calls and texts, which is exasperating I placed an order to use today. which is already 2 days delayed and still no delivery partner is assigned this is highly upsetting nykaa.",1.0,2026-08-30 12:16:10.000000,4.0.5
play_9b9e7f7b-7bd6-418e-ba99-95e3934072ef,Play Store,"Very disappointed with Nykaa's service. My parcel is still not delivered even after the expected delivery date. I've tried contacting customer care multiple times, but the customer care number is not responding. There has been no proper update or support. This has been a very frustrating experience. I request Nykaa to resolve this issue immediately and deliver my order as soon as possible. I'd rate this experience 1⭐",1.0,2026-07-28 09:51:19.000000,4.0.3
play_0f3efc19-8e85-4385-92bd-d41c883a09ce,Play Store,very very very very very poor customer service...it has been 7 days since the delivery date and I have not yet received my order...the same response is being sent repeated irrespective of any questions...such idiotic services cannot be tolerated...I don't even know when my order will be delivered..it's does not even show a date..it shows delayed.. meaning I have to stay in the same place till I get my order ...what the hell is this,1.0,2026-07-25 18:32:28.000000,4.0.3
play_e1dc398a-eae9-489b-839d-01bbf256a82b,Play Store,This is such a bad app local app this app doesn't give product and shows that they have delivered the product and now they are not even giving the money we payed for those products and we didn't receive both products and money such a worst app I have ever seen don't buy from this app worst experience they showed that product will deliver on 28 then we checked so they said product is already delivered on 25 but we didn't received any of them and now they are saying you can complaint in btw 5 days,1.0,2026-08-02 17:44:06.000000,4.0.3
play_ed8fb295-a410-4da9-97aa-6eb58db17b12,Play Store,"Nykaa is one of the best beauty shopping apps! It has a wide range of genuine products, great deals, and a smooth shopping experience. The app is easy to use, deliveries are usually on time, and the packaging is always secure. I also love the detailed product descriptions and customer reviews, which make it easier to choose the right products. Highly recommended for anyone who loves skincare, makeup, and beauty shopping!",5.0,2026-07-15 17:19:14.000000,4.0.3
play_bfdda748-8f1d-42d8-a043-47228fcd394f,Play Store,"Whenever you offer a free gift or launch an offer, please make sure the gift is fresh, original, and actually usable. Many times, the free gifts I receive are either damaged or of no use. If you are giving something to your customers for free, please give it with genuine care and good quality. There is no point in giving something just for the sake of showing that you have offered a free gift. Customers deserve fresh and useful products, not damaged or unusable items.",1.0,2026-08-14 15:08:07.000000,4.0.4
play_2ac225c7-bb29-4554-88ae-cf26b2942e57,Play Store,"Ordered a Lipstick in the shade Bronze but received a different shade. I raised a complaint immediately, yet my return request was cancelled. Despite multiple conversations with customer support, they kept insisting the correct shade was delivered and did not address my concern. Very disappointing experience and a waste of money on a product I cannot use. Worst app ever.....",1.0,2026-06-14 18:52:06.000000,4.0.0
play_4ab40a4a-3727-46e6-b13b-05747a73efe8,Play Store,Very much disappointed........ here's what happened..so it was my first order on naykaa ...i ordered a body mist the sunkissed vanilla one from aqualogica yesterday...today the delivery status on the app was displayed as delivered but the thing is I did not receive my order...and moreover the delivery agent is not answering my calls or messages...i have already paid online for the product.....but got scammed in a way...moreover I find the shopping process on this platform is quite confusing .🥲,1.0,2026-06-16 22:13:41.000000,4.0.0
play_6fc8f3b7-1883-4bf6-9766-a750777a6ed3,Play Store,"Worst Delivery Security. Fraud Alert! The app is completely unsafe for prepaid transactions. Their delivery partners are closing shipments as 'Successfully Delivered' without sending or verifying the mandatory secure OTP. They literally handed my paid package to a complete stranger and marked it as completed. When you contact support, they hide behind automated system scripts instead of catching their courier fraud. Absolute zero accountability.",1.0,2026-07-23 00:30:17.000000,4.0.3
play_43c648d1-1df4-4c7b-ac64-1d7a95e01634,Play Store,"I’m absolutely furious with the Nykaa app right now! 😑 I’ve placed my order 4–5 times, and every single time, they keep delaying it instead of completing it. It’s been a whole damn month! How can an order take this long? This is seriously frustrating and completely unacceptable. I’m beyond angry with Nykaa! 😤",1.0,2026-08-27 11:32:50.000000,4.0.5
play_128d6c23-6baa-429c-a398-3c7e5ea9ab9d,Play Store,I want to give the rating in minus not even a single star..... if ur team want to reject the request of returned product.... then y ur team added return policy.... add it in product as non returnable or refund..... I have ordered a comb quality wasn't good requested for return immediately within 10 mins refund request has been rejected saying product used.without opening the product how will we come to know that it's good or bad. customer chat and call service is wrost never respond properly,1.0,2026-07-21 17:04:51.000000,4.0.3
play_b6255e2e-9b23-4c55-9e13-190d71c1234d,Play Store,"Extremely disappointed with Nykaa's customer service. I recently placed a large order, one item was missing and another arrived damaged. I reported the issue immediately and complied with all the requirements requested by customer support, including providing the necessary details and evidence. Despite multiple follow-ups, my complaint remains unresolved. The lack of accountability is unacceptable. Customers should not have to repeatedly chase support for a resolution to a genuine issue.",1.0,2026-06-20 23:22:00.000000,4.0.1
play_eb431ecc-0f4a-4612-931e-f74ecb4dd7f8,Play Store,this was my first order in nykaa. their delivery and shipment tracker is the worst. I was supposed to get my products 4 days ago and it keeps getting delayed for some reason. when I try contacting the customer service it's an ai bot who gives the same standard answers regardless of what I ask.,1.0,2026-07-08 12:56:57.000000,4.0.2
play_af4b4513-a60a-47d8-b193-85e83eddbd37,Play Store,"Unbelievably terrible experience with Nykaa! I was delivered a damaged item, and now they are refusing to accept a return or offer a replacement. I have wasted my money on a defective product due to their lack of quality checks. I demand an immediate resolution and refund!""",1.0,2026-08-19 17:49:01.000000,4.0.1
play_4e510e60-a7aa-499a-ab17-912708142f79,Play Store,i am really very disappointed. My order was delayed for 4 days because of delivery boy he lied that I didn't pick up the call and I am not available at the address. i gave them my 2 contact numbers but noone call me. In this period everyday I am in contact with nykaa agents who are available in chat section. They told me you order will receive Tommorow but at the 4 th day they said they are not able to deliver the order .They can told me this on first or second day of delay . worst experience,1.0,2026-08-13 14:27:58.000000,4.0.4
play_43c3a74a-4a03-4e43-a441-7ee5219bb1c7,Play Store,"Very disappointed with Nykaa. I placed my order on 14th July, and it was expected to be delivered on 19th July, but it still hasn't arrived. The delivery date keeps getting postponed without any proper explanation. I also emailed Nykaa as instructed but haven't received any response. I urgently need my order before 24th July. Very poor delivery service and customer support.",1.0,2026-07-22 20:59:38.000000,4.0.3
play_dbd16883-73d0-4bd0-aedb-71c19583b569,Play Store,"I have placed a order on 22nd and the date of dilevery was 25th and it is already 27th and the delivery attempt is still not made nor the app shows real time tracking from 23rd it still is showing the order is in patna . I cannot just accept such delay i wanted my product in hurry but it is kept getting late , i raised complaint but they are just telling me to wait it will reach me . After i requested cancellation they are saying I wasn't able to reach even after multiple attempts OMGtheaudacity",5.0,2026-07-28 17:05:17.000000,4.0.3
play_fb4ada4b-0db3-4ebc-9ca0-7e16b91c93f1,Play Store,"The app often promotes coupons and discounts, but I noticed extra charges appearing during checkout, which made the final price higher than expected. I also received delivery delay messages citing reasons that did not seem consistent with my experience. Greater transparency about pricing, fees, and delivery status would improve customer trust. I had even confirmed the delivery issues from customer care but actually they don't Care !very disappointed",2.0,2026-06-27 21:39:54.000000,4.0.1
play_d157ebc8-7f45-4110-a86a-6b905cc5cbd2,Play Store,i ordered 7 product and recieved only 1 and a randoom shampoo! when i try to raise the issue and return req it was cancelled!it was my frist time using this app and i am soo dissappinted..i called them and they said the team cancelled my request!you are giving me the wrong product my item is missing and then you are saying its non returnable! THE WORST APP EVER..i lost my money!!,1.0,2026-06-18 18:45:31.000000,4.0.0
play_cca77d21-2553-42d0-9f50-0eaa0605ed92,Play Store,"literally the WORST app I have ever seen, my orders got delayed and there is no option to cancel also the next day it's got cancel. to be honest I didn't received any order from nykaa till now I have ordered so many but those got delayed and cancelled. guys don't download this app ever!!!",1.0,2026-08-12 09:52:33.000000,4.0.4
play_4bf9d97d-b73b-4f47-912f-03f68d9da6d2,Play Store,"I recently purchased a product from Nykaa, but unfortunately, I was not satisfied with it. I submitted a return request through the app, but my request was rejected without providing any clear, valid, or satisfactory reason. I find this extremely disappointing, as the rejection was made without properly explaining the issue or giving me an opportunity to clarify my concern. I request you to kindly revie w my return request again and provide a proper explanation for the rejection.",1.0,2026-08-07 16:33:21.000000,4.0.4
play_d46d343c-d655-4a72-b6d2-ee8f9e7bc22a,Play Store,"Super disappointed with the shipping. Was supposed to receive my Bronson Professional hair color on August 29th, but today is the 30th and it's suddenly showing August 31st. Delivery timelines on here are completely unreliable.",1.0,2026-08-30 21:18:35.000000,4.0.5
play_d3e47e96-2607-42e6-8fb8-acdb628a69a1,Play Store,"Nykaa has the most incompetent customer support I have had the misfortune of experiencing, that too when I'm a ""prive platinum"" member. It's been 12 days and still no resolution to my issue, I only receive useless emails as updates. Extremely disappointed!!!",1.0,2026-07-12 16:21:11.000000,4.0.2
play_eb70f380-edff-460d-956f-d62c1acd1b4e,Play Store,should rate in minus. I've ordered 5 items in which I applied return for loreal concealer and it's been more than 2 months and I've not get my refund. after contacting so many times with their team I only received apologies. Please don't purchase from nykaa. if you ever want to return your product or change it you will loose your money,1.0,2026-07-17 13:10:13.000000,4.0.3
play_d96bbb94-7699-415e-9a16-89bb240c2da4,Play Store,"Hello Everyone Please never pay them while ordering.. don't pre paid them. They have absolute disgusting and disappointing customer service. For the first time I pre paid and still I haven't received my order. I don't have any update on app via messages or mail. I always did COD I got it on time. But for this time, it must get delivered on August 5, I spoke to CS they said mam sorry for the delay. Then, they changed the delivery address to August 7. And Still there's no update.",1.0,2026-08-07 11:45:23.000000,4.0.4
play_19c9333a-74de-4fa0-80f7-6ce415d691bf,Play Store,"I am very frustrated with your app and the overall service. I ordered a sunscreen, and even after two days it has not been delivered. I also accidentally ordered the wrong product, but there is no option to return or exchange it. Another product I ordered is not being delivered at all, and I am unable to contact your support team. The delivery is taking far too long, and I am not getting a proper response from customer service",1.0,2026-07-15 11:51:42.000000,4.0.3
play_2dcf3e38-0b6b-40fd-acdc-0ccadd98796f,Play Store,"⭐☆☆☆☆ (1 Star) Extremely Disappointed with Nykaa's Customer Service! I had one of the worst shopping experiences with Nykaa. I received the wrong product and immediately raised a replacement/refund request. For the last 7 days, the customer support team kept giving me false assurances like, ""Please wait 24-48 hours,"" ""Our team will contact you,"" and ""Your issue has been escalated."" After making me wait for an entire week, they suddenly changed their statement and said that the product is not",1.0,2026-07-27 12:27:58.000000,4.0.3
play_05bde88c-e068-48e8-a477-d8175a2f72df,Play Store,"Firstever I have buy from Nykaa beauty and experience was so bad. They sent same product but different quality, and deny to make return or replace the product. I have talked with 3 executives and they literally don't want to accept their fault and blame instead. They don't have clear return policy. I have ordered pilgrim bullet smudge proof and non transferable lipstick but the received is transferable and smudgy. Now they don't accept they have sent wrong product and diny to accept refund.",1.0,2026-07-11 15:08:11.000000,4.0.2
play_54771edd-67b6-4c70-805f-9781e3c1cb10,Play Store,App is working fine and good but the service provided by nykaa is worst ever don't buy it from here you will get your essentials in less amount in different platform and other platform provide faster delivery than this ....and their customer service is another level of scam.,1.0,2026-08-13 21:50:40.000000,4.0.4
play_e121829b-96bb-40a2-927b-65db2c8f3215,Play Store,the delivery time is long. i received wrong products completely . return procedure is so long it tookthem 10 days to pick up the product then also my refund was not initiated. customer support is not good . i called several times they didn't resolved the matter. now here i am stuck with products that i don't even use.,1.0,2026-07-15 19:21:43.000000,4.0.2
play_88bbfcdd-5620-494d-a7f6-c6d8b4994486,Play Store,"pathetic application you can't manually ping a location in the address section if you are not in the exact spot , customer care is useless entire application runs on AI assistant rather than any agent , even after calling these agents they talk as if they are some railway ticketing site(where if any issue is raised they just give up and say it's from irctc we just forward the message)just rather than irctc the call it a warehouse, customer care agents know nothing more than what mention in app",1.0,2026-08-23 13:01:23.000000,4.0.4
play_77fba2cd-78cd-4aaf-88c5-3aaa9e191681,Play Store,"Shopping on Nykaa is easy. Getting your order delivered isn't. If their courier partner is Bluedart, be prepared for endless delays and possible cancellation. My last TWO orders reached my destination city but were never delivered. No proper communication from the delivery executive, only repeated bot calls asking me to reschedule. Customer support kept promising ""priority delivery"" but took no real action. Nykaa needs to stop blindly trusting courier updates and start standing by its customers.",1.0,2026-08-07 00:13:10.000000,4.0.3
play_fca5d2ed-1f78-43d7-9128-faf953160c91,Play Store,Delhivery has been doing such a pathetic job. All the love I had for nykaa is gone because of the delivery experience. The delivery agent has been saying that I am unavailable to receive the order. But they've not called me once and rescheduled the order too. An AI call gets connected and repeatedly says that they'll reschedule my delivery in the next 24 hours! But no... !!! it's been 15 days. The last two deliveries have been on time. thank you.,5.0,2026-07-24 12:25:25.000000,4.0.3
play_b16813f6-af69-4800-8cbb-d757320766f7,Play Store,Recently I ordered some product from Nykaa . after receiving the products I immediately made a return request of a product that is wrongly delivered. days of waiting they rejected my request even after all the relevant photos . they lie about return policy. I am literally under mental stress due to this spam and unprofessional move of nykaa. the hard earned money has no value to them.,1.0,2026-08-01 18:19:55.000000,4.0.3
play_9b08218f-0d69-46b3-9bf1-c3b0a0c90059,Play Store,"I ordered Matrix Nourishing Protection, but instead I received Matrix Liquid Protection, which is completely different from what I purchased. I immediately contacted Nykaa customer care, expecting support and a proper resolution, but the experience was extremely disappointing. Despite clearly explaining the issue, the customer support team refused to accept that the wrong product was delivered. They repeatedly claimed that the correct product had been shipped without properly verifying.",1.0,2026-06-27 13:12:00.000000,4.0.1
play_6fa39f45-e20d-48f4-9d3e-310dc59e0a26,Play Store,"Very disappointed with the delivery experience. The order was marked as delivery unsuccessful because the address could not be found, but I was not contacted properly by the delivery partner. To make matters worse, I received a refund notification for only ₹40.08 on an order worth ₹274, with no clear explanation provided. The Help Center does not allow me to raise my exact issue, and my WhatsApp query received only an automated response. Poor customer support and lack of transparency have made.",1.0,2026-06-23 07:41:55.000000,4.0.1
play_383984fc-3078-49c9-b78c-06a9e9f7ba00,Play Store,"I really like nykaa and want to support it by buying products from it . but why they don't give good offers like tira, Amazon etc . if coupon code exists it's only for few products and that too when you buy like 5k+ something. I have to buy some products from tira even if I don't want to because it gives good offers compared to nykaa.",2.0,2026-06-23 14:38:44.000000,4.0.1
play_fbae6e46-c7a1-4764-bec1-d817e8e5627c,Play Store,"Very disappointing experience. I placed my order on 24 July with a promised delivery date of 28 July. Even after contacting customer support repeatedly, I only received the same generic response. My order remained stuck at Packed and Ready to be Shipped for days. No clear dispatch or delivery date was provided. Very poor customer support and delivery service. Nykaa should improve its order handling and provide customers with proper updates",1.0,2026-08-08 08:02:03.000000,4.0.4
play_6682d05b-9f71-435b-a6fb-d715dd5abbaf,Play Store,"it is the worst shopping app , they daily scheduled my product delivery about four times and they daily call me asked me my address it's was so irritating , worst service i would ever seen on any app , now they are nor cancel the order or neither deliver product.",1.0,2026-08-05 18:50:31.000000,4.0.4
play_4a2af561-3359-4d45-b9ed-2cb39a68ebd2,Play Store,I had a very bad experience from Nykaa . The items were not getting delivered even after the item reached the nearest hub. Chased on the same for 2 days and there was no response from them. After the complaint was raised they were not even picking up the call.,1.0,2026-07-22 20:00:06.000000,4.0.3
play_2c4ef0a8-f6a5-4cbf-a0f0-e45dce2e42f1,Play Store,Earlier had rated 5 stars. I have not rec'd 2 out of 4 products in my shipment. the chat request in help has disappeared. the missing product report button defaults to return/replace. but I have no product to return or replace with. app is FULL of dark patterns in their UI/UX. they've stolen my ₹1500/-,1.0,2026-07-21 21:53:32.000000,4.0.3
play_55ac57a7-8e17-48af-b5a8-b447fdc41e2e,Play Store,"Deeply disappointed by Nykaa's misleading delivery timelines. I ordered on Friday, July 17th, with an explicit assurance of delivery today, Sunday, July 19th. The app still falsely claims it will arrive today, yet the order shows no courier partner or tracking ID, meaning it hasn't even left the warehouse. Displaying automated, unrealistic dates when physical fulfillment hasn't even started is highly unprofessional. Nykaa needs to fix this system and provide transparent updates.",3.0,2026-07-19 17:44:23.000000,4.0.3
play_7ba7a274-6891-426b-a9c2-6ee3c1e90b0d,Play Store,"Very disappointing experience. I ordered the UrbanYog MakeMeeBold 3-in-1 Styling Brush but received 4 boxes of Lakme Advanced Pigmentation Treatment instead. I also received a damaged House of Makeup Skin Tint. Despite sharing photos and evidence, my complaint was rejected, stating that the products were shipped correctly. Poor customer support and disappointing resolution process.",1.0,2026-07-01 19:23:59.000000,4.0.1
play_8e39ec70-cb60-47ef-8604-f6b3acf387e7,Play Store,veryyyyy bad 👎😐. poor delivery system. I haven't received my order and they are refunding my money too. only showing delivery details will be available and their help canter most useless thing if you to chat there they will repeat 🔁 same thing again and again instead of actually answering the query. the order was supposed to be delivered till 9th june today is 25th july no product no refund. wast of money 💸,1.0,2026-07-25 16:48:17.000000,4.0.3
play_8f5d0215-2e48-41bc-93af-34af24ec8e8a,Play Store,Pathetic delivery and customer support from Nykaa. My order was ordered on 26th July 2026 and the order had reached the destination hub on 27th July 2026. Everyday I kept getting a message that the order is delayed and will reach you tomorrow. Ultimately I requested for cancellation and the support lady kept repeating that the order cannot be cancelled until the delivery person is rejected at the doorstep and the products are returned to the warehouse. Waste of time and money.,1.0,2026-07-31 18:19:01.000000,4.0.3
play_c06ed1d9-46a6-4caa-ae2c-91dd2f405df6,Play Store,"I had ordered an item from Nykaa, but since I found it cheaper elsewhere, I cancelled the order. However, Nykaa deducted money; they didn't refund the full amount I had paid. It is a terrible app.",1.0,2026-08-26 23:59:13.000000,4.0.4
play_e76bdcd8-3acf-408c-8719-342db1ee015c,Play Store,Such a worst experience... i ordered two things which had same day delivery and the delivery date has keep change without my consent.. this is the third time my delivery keep changing for it almost 2 weeks late 😡,1.0,2026-08-21 19:39:39.000000,4.0.4
play_feb81f02-114f-4a55-9fc6-1cdffe861f11,Play Store,"Very disappointing experience. I ordered a Kay Beauty lipstick but received the wrong shade. Despite submitting all the required proofs, Nykaa kept rejecting my return request without any proper explanation. There was no meaningful response from the support team, which made the whole process extremely frustrating. I have switched to Tira after this experience because I found their customer support much more responsive. I won't be shopping on Nykaa again.",1.0,2026-07-30 15:20:18.000000,4.0.3
play_74b7d2db-fed3-4afd-be8f-2ed5084cb815,Play Store,"this is my 1st time using nykaa and it left me with questions regarding the service they provide. 2 of the products were showing delay in delivery, but now it hasn't been showing me any new update regarding the delivery. not even the possible delivery date.... I would like to take the refund. so please Nykaa kindly consider upgrading your system if there's anything wrong with the App service.",3.0,2026-08-05 21:41:16.000000,4.0.4
play_f9247bde-6030-478c-8fd2-305b9313f102,Play Store,"worst delivery services. I had delayed delivery for 5 separate orders in a row. The chat helpline is useless offering platitudes like ""we are sorry for the inconvenience"", ""we will take this up on priority basis"", ""it will be delivered to you as soon as possible"", etc. When I asked them for the exact date & time that it will be delivered they had no answer. I can't sit at home waiting for a parcel delivery. The latest order was out for delivery at 6.31 am and still didn't get it! Still not come.",1.0,2026-07-22 20:03:52.000000,4.0.3
play_888313ca-f06d-43a8-a458-439954728970,Play Store,"Nykaa has 100% authentic products and they constantly do sales... i love it! however, their customer service is not very good. one time I paid for a full size product and recieved a mini. i told them about it and they offered me a ₹200 coupon. when I tried to redeem it, it didn't work. said ""invalid"". so yeah, I'll keep using the app bc I trust Nykaa 100% but this something that's kinda tricky in my opinion",4.0,2026-07-05 08:48:17.000000,4.0.1
play_6d5bf3a6-bee5-496b-930f-05e3aa5c5612,Play Store,nykaa is froud my 8 products are missing they didn't give me refund or replacement of product I was trying to contact them since 1 month but they didn't response they are not accountable for their mistake even they blame me for it like they said from our side the package was delivered but but my products are missing now they give me refund of four product but my four product refunds or replace are still pending I don't know they are not replying my emails so I will never buy again from nykaa 😭,1.0,2026-08-30 15:09:13.000000,4.0.5
play_d69690b7-7179-4324-a64e-d0f64172adaf,Play Store,"Very disappointing experience with Nykaa. My order was never delivered because of the courier partner's fake delivery remarks, even though I was available. I kept contacting customer support, but all I received were repeated responses like ""Please wait"" and ""We have escalated your concern."" After making me wait for days, they finally said the product was damaged. This is completely unacceptable. Poor courier service, poor customer support, and no accountability....",1.0,2026-08-06 16:10:14.000000,4.0.4
play_c0d9f946-8f0c-4a54-84d5-e14ade7608ab,Play Store,Despite trying multiple times for delivery issues I didn't get a response and my parcel was returned to store. Post this not the entire amount has been paid back to me for UPI payment.,2.0,2026-08-24 09:50:54.000000,4.0.4
play_7da2d20c-ddeb-40db-8ff4-778ae773c6f7,Play Store,have been shopping on nykaa since 5 yrs. this time i had worst experience. since it showed as payment failed i ordered again and my money was deducted twice and i got 2 parcels. when i chat with a customer care they only asked me to send clear pictures of the products and thats why i opened the parcel and now they rejected my return request telling me that the parcel wasnt opened and not in original condition i need a call back frm u nykaa,1.0,2026-07-31 20:49:50.000000,4.0.3
play_45026da2-84a9-47ff-8d39-fb48f8bfa7f0,Play Store,Worst app I have ever use .. they provide me a damaged product I have requested for return it they didn't give my money back also didn't even came for pickup the product.. so worse there is no other option also to connect with them waste of money .. very disappointed 😞,1.0,2026-08-05 19:48:41.000000,4.0.4
play_fa20cf32-d069-4214-821b-69aacb9ba246,Play Store,"The products were never delivered, For my current order, I have been receiving continuous phone calls and messages asking me to reschedule the delivery. Whenever I try to contact customer support through chat, I receive only AI-generated responses instead of assistance from a human representative. This has made it impossible to resolve my issue. This is the second time I have faced the same problem with Nykaa. Because of your repeated delivery failures, I have suffered considerable inconvenienc",1.0,2026-07-19 22:31:03.000000,4.0.3
play_680595eb-5d37-4981-8600-cf91d41f2ed9,Play Store,"very poor, their product delivery commitment is very very poor. they don't follow committed deadlines however don't publish any details regarding customer helpline or any other contact details to know about our order. service is very cheap than other platforms.",1.0,2026-08-02 12:38:11.000000,4.0.3
